table,question,date,response,BBC - TV,BBC - Radio,BBC Online/ app,ITV,STV,UTV,ITV Wales,Channel 4,Channel 5,Sky,Newspapers (printed),Newspapers (online),Advertising,Commercial Radio,Podcasts,Direct from World Health Organisatio n (WHO) website/ email/text/ post,Direct from NHS website/ email/text/ post,Direct from Government website/ email/text/ post,Official scientists,Direct from Local health service website/ email/text/ post,Direct from Local council website/ email/text/ post,Facebook,Twitter,Instagram,Snapchat,YouTube,WhatsApp,WhatsApp group(s),Facebook messenger,Apple iMessage,Search engine (e.g. Google),"Websites/ apps of online news organisatio ns like Buzzfeed, Huffington Post, Vice, etc.",Websites or apps that bring together news from different news providers,"Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox etc",Email,"Smart speaker (e.g. Amazon Echo, Google Home)",Family and friends directly,People in your local area/ neighbourho od,Other 1,Other 2,Other 3,BBC Alba,S4C,RTÉ,"""Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids"" such as The Daily Mail or Daily Express ( printed )","""Red-top tabloids"" such as The Sun or Daily Mirror ( printed )","""Broadsheet s"" such as The Times or Guardian ( online )","""Mid-market tabloids"" such as MailOnline or Express ( online )","""Red-top tabloids"" such as The Sun or Mirror ( online )",Magazines,Cool FM,Community Radio,Direct from UK Government website/ email/text/ post,Direct from Scotland Government website/ email/text/ post,Direct from Wales Government website/ email/text/ post,Direct from Northern Ireland Government website/ email/text/ post,Celebrity and/or social media influencer,"“Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids” such as MailOnline or Express ( online )","Local sources across TV, radio and online","Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc","Smart speaker/ display (e.g. Amazon Echo, Google Home)","Direct Mail, e.g. leaflets or other types of information that you get through the letterbox","Flyers, e.g. leaflets that you may be given or find when out and about","Stickers, e.g. on lamp posts or other places in your neighbourho od"
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,5 - Trust completely,410,134,176,179,19,9,6,99,29,103,32,39,10,26,4,62,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,4,622,185,298,298,31,12,21,156,48,212,125,185,22,94,25,54,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,3,219,49,107,148,13,10,8,59,28,104,89,245,40,70,25,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,2,63,17,22,28,3,1,2,12,7,13,27,66,16,6,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,1 - Do not trust at all,33,7,15,8,1,-,1,3,1,10,6,22,7,2,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,NET: Do not trust,96,24,37,36,3,1,2,14,8,23,32,88,23,8,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Mean,3.97,4.08,3.97,3.93,3.99,3.92,3.81,4.03,3.86,3.87,3.54,3.27,3.14,3.69,3.51,4.28,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Standard deviation Standard error,0.94,0.89,0.9,0.88,0.87,0.84,0.81,0.83,0.91,0.88,0.89,0.91,1.05,0.77,0.76,0.82,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,,,,,,,,,,,,,,,,,,467,144,127,194,598,280,127,49,196,141,105,96,28,358,288,389,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,,,,,,,,,,,,,,,,,,462,140,125,197,606,278,127,54,189,154,109,108,28,352,282,377,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,NET: Trust,,,,,,,,,,,,,,,,,,372,110,101,155,106,72,29,11,69,49,23,30,11,152,93,139,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,188,58,45,43,24,14,8,-,17,21,8,6,2,36,7,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,4,,,,,,,,,,,,,,,,,,184,52,57,112,82,58,22,11,51,28,16,24,10,116,86,114,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,3,,,,,,,,,,,,,,,,,,67,26,19,37,279,140,54,24,84,60,55,46,11,167,137,178,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,2,,,,,,,,,,,,,,,,,,16,3,4,4,170,58,39,18,27,35,29,24,5,29,45,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,8,2,-,1,51,7,5,2,9,10,2,7,-,4,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,23,5,4,5,221,66,44,20,36,45,31,32,5,33,52,60,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Mean,,,,,,,,,,,,,,,,,,4.14,4.15,4.13,3.97,2.77,3.04,2.91,2.79,3.22,3.11,2.99,2.97,3.29,3.43,3.15,3.23,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,0.9,0.88,0.8,0.74,0.93,0.85,0.93,0.8,0.96,1.1,0.88,0.98,0.86,0.83,0.8,0.91,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,45,508,147,61,10,6,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,50,511,138,57,12,7,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,29,271,44,41,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9,87,6,15,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,20,184,37,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,18,201,68,15,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,32,18,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-,6,9,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,38,26,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,3.7,3.61,3.11,3.98,4.16,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 17th to 19th April 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.84,0.88,0.91,0.77,1,1.81,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,1356,459,624,599,55,29,31,259,76,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,87,309,,121,31,,,,,,,,118,214,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,1345,468,611,604,50,30,29,250,74,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,80,290,,121,26,,,,,,,,114,224,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,949,336,464,422,41,26,24,180,48,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,34,197,,26,14,,,,,,,,83,59,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,316,126,139,129,14,10,9,61,13,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,46,,7,3,,,,,,,,29,12,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,4,633,210,324,294,26,15,15,119,35,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,30,150,,19,11,,,,,,,,54,47,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,3,295,108,125,158,8,4,5,58,21,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,36,81,,52,10,,,,,,,,29,103,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,2,72,19,19,18,1,-,-,6,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9,8,,31,2,,,,,,,,2,49,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,29,5,4,6,-,-,-,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,,11,-,,,,,,,,1,14,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,102,24,23,24,1,-,-,13,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,12,,43,2,,,,,,,,2,62,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Mean,3.84,3.93,3.94,3.86,4.09,4.2,4.14,3.88,3.76,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,3.3,3.78,,2.82,3.59,,,,,,,,3.96,2.98,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.92,0.87,0.78,0.81,0.73,0.68,0.68,0.89,0.87,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.84,0.79,,1,0.82,,,,,,,,0.78,0.94,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,,,,,,,,,,,,,108,265,77,110,322,464,123,126,210,564,264,121,45,202,131,90,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,,,,,,,,,,,,,107,274,77,102,318,464,117,124,201,558,265,126,52,199,135,94,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,,,,,,,,,,,,,35,162,41,86,297,366,103,109,149,96,72,27,18,63,38,26,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,,,,,,,,,,,,,9,36,13,45,174,146,46,49,46,19,8,2,2,11,8,8,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,4,,,,,,,,,,,,,26,126,28,41,123,220,57,60,103,76,65,25,16,52,31,18,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,3,,,,,,,,,,,,,38,96,32,11,18,66,10,14,49,230,127,52,12,93,55,46,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,2,,,,,,,,,,,,,29,14,3,5,2,29,4,-,4,185,54,38,18,37,33,19,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,,,,,,,,,,,,,6,2,-,1,1,3,-,1,-,48,12,9,4,5,9,3,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,,,,,,,,,,,,,35,16,3,6,3,32,4,1,4,232,65,47,22,42,42,22,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Mean,,,,,,,,,,,,,3.03,3.66,3.67,4.21,4.47,4.03,4.24,4.27,3.95,2.7,3.01,2.79,2.87,3.14,2.96,3.1,,,,,,,,,,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,,,,,,,,,,,,,1.03,0.8,0.81,0.87,0.66,0.88,0.74,0.7,0.74,0.93,0.86,0.9,1.06,0.87,0.98,0.92,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,21,358,295,372,48,250,64,616,180,66,5,-,,,,,,,,,,,,,,,,,52,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,355,290,382,51,244,66,604,182,59,5,-,,,,,,,,,,,,,,,,,53,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,147,88,128,25,89,31,327,49,50,5,-,,,,,,,,,,,,,,,,,13,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,23,13,12,2,20,7,91,7,19,3,-,,,,,,,,,,,,,,,,,2,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9,123,75,115,23,69,24,236,42,30,3,-,,,,,,,,,,,,,,,,,11,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,9,180,142,201,19,102,32,215,70,7,-,-,,,,,,,,,,,,,,,,,19,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,27,49,48,3,46,2,61,55,2,-,-,,,,,,,,,,,,,,,,,16,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,11,5,5,7,-,1,9,1,-,-,,,,,,,,,,,,,,,,,5,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,29,60,53,8,53,2,62,63,2,-,-,,,,,,,,,,,,,,,,,22,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,3.27,3.39,3.11,3.21,3.26,3.2,3.55,3.59,2.91,4.11,4.48,-,,,,,,,,,,,,,,,,,2.78,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.94,0.75,0.86,0.75,0.99,0.93,0.74,0.87,0.93,0.82,0.55,-,,,,,,,,,,,,,,,,,1.03,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,1298,475,594,610,60,39,37,317,99,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,113,146,93,277,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,1315,487,598,628,59,34,36,314,98,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,119,143,92,271,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,886,372,439,432,39,25,30,237,60,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,87,64,43,180,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,306,135,151,121,16,8,9,75,16,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,1,28,11,12,42,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,4,580,237,289,311,23,18,22,162,45,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,59,53,31,137,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,3,282,84,111,165,18,8,5,63,30,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,29,54,30,70,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,2,85,17,30,19,2,1,1,4,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,2,19,12,17,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,62,14,18,12,-,-,-,9,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,6,7,5,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,147,31,48,31,2,1,1,14,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,2,25,20,22,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.75,3.95,3.88,3.81,3.88,3.95,4.05,3.92,3.66,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,4.14,3.99,3.95,3.31,3.3,3.72,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,1.03,0.92,0.95,0.85,0.85,0.74,0.7,0.87,0.91,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.4,0.79,0.75,0.94,1.11,0.87,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,,,,,,,,,,,,,95,244,71,109,298,,153,127,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,102,35,12,42,395,54,18,21,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,,,,,,,,,,,,,98,237,69,115,303,,154,125,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,102,38,11,39,393,49,19,19,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,,,,,,,,,,,,,30,129,32,94,278,,134,107,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,18,7,27,276,44,14,16,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,,,,,,,,,,,,,8,28,11,50,167,,56,61,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,6,2,6,124,25,7,5,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,4,,,,,,,,,,,,,22,101,21,45,111,,78,47,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16,12,5,21,152,19,7,11,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,3,,,,,,,,,,,,,40,85,30,17,25,,15,16,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,33,16,4,10,81,2,3,3,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,2,,,,,,,,,,,,,22,21,6,2,-,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,30,4,-,2,22,2,1,-,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,,,,,,,,,,,,,6,2,1,2,-,,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,-,-,1,14,1,-,-,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,,,,,,,,,,,,,28,23,7,4,-,,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,46,4,-,3,36,3,1,-,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Mean,,,,,,,,,,,,,3.05,3.55,3.51,4.2,4.47,,4.19,4.32,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.66,3.53,3.82,3.74,3.89,4.34,4.07,4.15,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,,,,,,,,,,,,,1.02,0.85,0.91,0.87,0.65,,0.78,0.76,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.11,0.9,0.78,0.85,1.03,0.87,0.94,0.65,,,,,,,,,
